OverNumber,BallNumber,BowlerName,BatsmanName,BatsmansHand,BowlerReleaseSpeed,BounceX,BounceY,StumpsY,StumpsZ,Swing,Deviation,RunsScored,ShotLandingX,ShotLandingY,TrajectoryTime,TrajectoryDate,BounceVelocity,OutOfBounceAngle,DropAngle,AngleLeavingBowlersHand,ShotPlayed,ShotType,BowlerReleaseYposition,BowlerReleaseZposition,AccelerationY,AccelerationZ,no_idea
53, 5, MATTY-POTTS, DARYL-MITCHELL, R, 81.171, 6.72, -0.52, -0.58, 0.81, -2.88, -0.58, 0, 0.000, 0.000, 16:07:37, 2022/06/10, -0.612171, 8.525714, -12.649705, -7.245582, N, N, -0.971630, 2.072657, -5.597277, 1.217440, -0.312948
53, 6, MATTY-POTTS, DARYL-MITCHELL, R, 81.094, 7.50, -0.28, -0.04, 1.04, -1.66, -0.83, 0, 0.000, 0.000, 16:08:14, 2022/06/10, -0.680853, 9.792052, -13.148106, -7.689411, P, D, -0.943397, 2.033656, -3.757006, 0.526454, -0.184837
54, 1, JACK-LEACH, TOM-BLUNDELL, R, 51.468, 5.11, -0.22, -0.19, 0.72, 1.19, -2.26, 1, -36.000, -11.000, 16:09:11, 2022/06/10, -0.546079, 11.782350, -18.106870, -0.216358, P, A, -0.660331, 2.166065, 0.651095, -1.577601, 0.116832
54, 2, JACK-LEACH, DARYL-MITCHELL, R, 54.269, 4.54, -0.24, -0.16, 0.73, 0.82, -1.44, 0, 0.000, 0.000, 16:09:45, 2022/06/10, -0.595577, 11.963901, -17.202458, -0.091885, P, D, -0.725806, 2.116612, 0.414492, -1.415749, 0.074876
54, 3, JACK-LEACH, DARYL-MITCHELL, R, 52.469, 4.99, -0.36, -0.46, 0.94, 0.84, -2.70, 0, 0.000, 0.000, 16:10:01, 2022/06/10, -0.678174, 14.429568, -17.404471, -0.384767, P, A, -0.610172, 2.116917, 0.475819, -1.033746, 0.085714
54, 4, JACK-LEACH, DARYL-MITCHELL, R, 51.688, 5.05, -0.40, -0.56, 0.90, 0.35, -3.00, 4, -124.000, -40.000, 16:10:23, 2022/06/10, -0.632442, 14.193268, -18.076518, -0.084842, P, A, -0.629624, 2.156105, 0.163740, -1.576433, 0.029685
54, 5, JACK-LEACH, DARYL-MITCHELL, R, 54.181, 6.21, -0.20, -0.22, 0.90, 2.06, -3.39, 0, 0.000, 0.000, 16:11:04, 2022/06/10, -0.628226, 12.719548, -16.844489, -2.343675, P, D, -0.665126, 2.102909, 1.428571, -1.023321, 0.198347
54, 6, JACK-LEACH, DARYL-MITCHELL, R, 52.975, 5.22, -0.11, -0.18, 0.97, 0.80, -3.64, 0, 0.000, 0.000, 16:11:26, 2022/06/10, -0.666937, 14.588074, -17.378823, -0.831991, P, D, -0.680148, 2.135646, 0.395153, -1.608043, 0.064535
55, 1, MATTY-POTTS, TOM-BLUNDELL, R, 81.393, 7.43, -0.61, -0.66, 0.93, -2.91, -0.54, 0, 0.000, 0.000, 16:12:20, 2022/06/10, -0.634416, 8.924050, -12.693241, -7.791918, M, A, -0.943051, 2.021917, -5.974890, 1.520876, -0.291825
55, 2, MATTY-POTTS, TOM-BLUNDELL, R, 84.237, 4.31, -0.49, -0.54, 0.51, -2.87, -0.64, 4, -114.000, -69.000, 16:12:54, 2022/06/10, -0.625145, 7.385913, -11.127939, -5.332150, E, A, -0.883954, 2.051957, -4.763460, 1.823442, -0.372067
55, 3, MATTY-POTTS, TOM-BLUNDELL, R, 80.850, 6.24, -0.41, -0.09, 0.81, -1.20, 0.76, 0, 0.000, 0.000, 16:13:32, 2022/06/10, -0.689522, 8.872905, -11.644814, -7.196778, E, D, -0.982014, 2.046690, -2.498777, 3.331943, -0.152518
55, 4, MATTY-POTTS, TOM-BLUNDELL, R, 84.533, 5.64, -0.22, -0.10, 0.70, -1.10, -1.21, 0, 0.000, 0.000, 16:14:19, 2022/06/10, -0.656827, 8.218353, -11.494135, -6.377532, P, D, -0.876008, 2.026315, -2.488918, 1.862122, -0.153687
55, 5, MATTY-POTTS, TOM-BLUNDELL, R, 81.925, 6.53, -0.25, 0.06, 0.80, -0.50, -0.72, 0, 0.000, 0.000, 16:14:55, 2022/06/10, -0.668327, 8.425853, -11.925551, -7.253412, P, A, -1.008582, 2.033262, -1.453324, 2.787227, -0.085037
55, 6, MATTY-POTTS, TOM-BLUNDELL, R, 78.930, 8.38, -0.49, -0.36, 1.06, -2.27, -0.41, 0, 0.000, 0.000, 16:15:32, 2022/06/10, -0.622894, 9.559054, -13.718039, -8.466138, P, D, -0.905321, 2.001197, -5.054622, 0.258506, -0.214102
56, 1, JACK-LEACH, DARYL-MITCHELL, R, 53.725, 4.61, -0.44, -0.61, 0.85, 0.08, -3.05, 4, 123.000, -81.000, 16:16:39, 2022/06/10, -0.659574, 13.617212, -17.349144, -0.375204, P, A, -0.697952, 2.144149, -0.018454, -1.369660, -0.003302
56, 2, JACK-LEACH, DARYL-MITCHELL, R, 56.854, 4.76, -0.30, -0.25, 0.74, 1.56, -1.75, 0, 0.000, 0.000, 16:17:21, 2022/06/10, -0.615877, 11.615814, -16.132266, -1.000630, P, D, -0.667006, 2.054612, 1.062337, -1.319451, 0.167188
56, 3, JACK-LEACH, DARYL-MITCHELL, R, 57.959, 5.17, -0.22, -0.08, 0.69, 1.44, -1.32, 6, 194.000, 36.000, 16:17:46, 2022/06/10, -0.614563, 10.539484, -14.912447, -2.721540, P, A, -0.698037, 2.062959, 0.992409, 0.442018, 0.142813
56, 4, JACK-LEACH, DARYL-MITCHELL, R, 53.570, 5.32, -0.19, -0.08, 0.71, 1.47, -1.63, 0, 0.000, 0.000, 16:19:39, 2022/06/10, -0.596659, 11.323871, -16.374935, -2.019059, P, D, -0.658791, 2.126131, 0.881498, 0.137890, 0.144914
56, 5, JACK-LEACH, DARYL-MITCHELL, R, 55.764, 4.99, 0.00, 0.18, 0.64, 2.05, -1.87, 0, 0.000, 0.000, 16:19:57, 2022/06/10, -0.574008, 10.447565, -15.680543, -2.048697, P, D, -0.656371, 2.092392, 1.303589, 0.170149, 0.208213
56, 6, JACK-LEACH, DARYL-MITCHELL, R, 53.388, 5.20, -0.16, -0.13, 0.70, 1.20, -2.29, 0, 0.000, 0.000, 16:20:17, 2022/06/10, -0.566948, 11.235585, -17.141328, -1.033245, P, D, -0.630274, 2.117409, 0.687096, -0.959955, 0.115735
57, 1, MATTY-POTTS, TOM-BLUNDELL, R, 83.330, 6.58, -0.57, -0.43, 0.80, -1.78, 0.74, 0, 0.000, 0.000, 16:21:20, 2022/06/10, -0.641329, 8.390689, -11.851556, -7.380528, N, N, -0.865944, 2.033161, -3.724269, 2.445907, -0.196179
57, 2, MATTY-POTTS, TOM-BLUNDELL, R, 79.400, 9.33, -0.49, -0.39, 1.31, 0.24, -2.32, 0, 0.000, 0.000, 16:21:53, 2022/06/10, -0.675032, 10.765983, -14.071809, -10.284831, P, A, -0.941643, 2.007202, 0.120212, 2.951888, 0.004348
57, 3, MATTY-POTTS, TOM-BLUNDELL, R, 81.480, 5.65, -0.50, -0.44, 0.73, -0.77, -0.12, 0, 0.000, 0.000, 16:22:25, 2022/06/10, -0.686147, 8.728881, -11.588790, -6.472665, N, N, -0.734430, 2.041248, -1.419300, 2.618983, -0.096660
57, 4, MATTY-POTTS, TOM-BLUNDELL, R, 83.243, 6.32, -0.47, -0.30, 0.82, -0.28, -0.62, 0, 0.000, 0.000, 16:23:04, 2022/06/10, -0.684823, 8.737577, -11.843706, -7.140242, P, D, -0.952615, 2.050653, -0.881203, 2.504559, -0.050752
57, 5, MATTY-POTTS, TOM-BLUNDELL, R, 82.969, 6.21, -0.39, -0.22, 0.69, -0.67, -0.56, 0, 0.000, 0.000, 16:23:40, 2022/06/10, -0.607183, 7.662669, -11.650524, -6.902231, P, D, -0.920869, 2.018479, -1.619232, 2.488049, -0.095118
57, 6, MATTY-POTTS, TOM-BLUNDELL, R, 81.420, 7.61, -0.37, 0.06, 0.87, -1.47, 0.69, 0, 0.000, 0.000, 16:24:14, 2022/06/10, -0.591751, 8.412394, -12.996433, -7.801945, E, D, -0.973607, 2.019356, -3.381243, 0.962855, -0.163356
58, 1, JACK-LEACH, DARYL-MITCHELL, R, 51.600, 5.49, -0.52, -0.50, 0.70, 1.78, -1.77, 1, -81.000, -12.000, 16:25:33, 2022/06/10, -0.583283, 10.836854, -15.917518, -2.581544, P, A, -0.729463, 2.113333, 1.303993, -0.113218, 0.190688
58, 2, JACK-LEACH, TOM-BLUNDELL, R, 54.174, 5.29, -0.26, -0.14, 0.84, 1.67, -1.83, 0, 0.000, 0.000, 16:26:23, 2022/06/10, -0.622349, 12.800565, -17.258486, -1.100510, P, A, -0.772905, 2.127507, 1.030411, -1.397182, 0.166322
58, 3, JACK-LEACH, TOM-BLUNDELL, R, 55.391, 4.36, -0.08, 0.08, 0.76, 1.55, -1.31, 0, 0.000, 0.000, 16:26:44, 2022/06/10, -0.669533, 12.338323, -16.265531, -1.074845, E, D, -0.705657, 2.132782, 0.888248, -0.330435, 0.158279
58, 4, JACK-LEACH, TOM-BLUNDELL, R, 54.221, 5.36, -0.16, -0.07, 0.74, 1.64, -2.04, 0, 0.000, 0.000, 16:27:04, 2022/06/10, -0.592991, 11.455372, -16.654816, -1.631577, P, D, -0.664183, 2.107489, 1.020519, -0.634723, 0.162664
58, 5, JACK-LEACH, TOM-BLUNDELL, R, 57.029, 5.75, -0.18, 0.02, 0.82, 1.66, -1.28, 0, 0.000, 0.000, 16:27:23, 2022/06/10, -0.609430, 11.551230, -16.473232, -1.997329, P, D, -0.691652, 2.070275, 1.178851, -1.677225, 0.159563
58, 6, JACK-LEACH, TOM-BLUNDELL, R, 55.295, 5.49, -0.15, -0.03, 0.78, 1.69, -2.40, 0, 0.000, 0.000, 16:27:45, 2022/06/10, -0.620863, 11.503852, -16.197372, -2.393358, P, D, -0.768359, 2.127653, 1.074737, -0.209683, 0.161462
59, 1, MATTY-POTTS, DARYL-MITCHELL, R, 81.306, 8.42, -0.66, -0.45, 0.76, -2.43, 1.45, 0, 0.000, 0.000, 16:28:55, 2022/06/10, -0.497036, 7.410499, -13.640578, -8.680412, N, N, -0.877440, 2.008755, -5.275021, 0.761420, -0.219553
59, 2, MATTY-POTTS, DARYL-MITCHELL, R, 83.422, 10.03, -0.59, -0.15, 1.26, -0.96, 0.45, 1, 36.000, 60.000, 16:29:29, 2022/06/10, -0.577306, 9.475129, -15.118423, -10.886346, P, A, -0.947475, 1.994397, -2.971431, 0.144428, -0.081667
59, 3, MATTY-POTTS, TOM-BLUNDELL, R, 83.091, 5.21, -0.44, -0.27, 0.55, -0.44, -0.08, 0, 0.000, 0.000, 16:30:09, 2022/06/10, -0.585674, 6.973540, -11.092913, -6.187785, P, D, -0.951735, 2.036381, -1.075720, 2.959864, -0.075629
59, 4, MATTY-POTTS, TOM-BLUNDELL, R, 83.496, 8.33, -0.46, -0.22, 1.12, -0.43, -0.67, 0, 0.000, 0.000, 16:30:48, 2022/06/10, -0.657874, 9.549953, -13.076006, -9.017826, P, D, -0.894148, 2.008693, -1.418607, 1.954965, -0.053698
59, 5, MATTY-POTTS, TOM-BLUNDELL, R, 83.300, 11.96, -0.52, 0.12, 1.79, -1.66, 0.28, 1, -68.000, 139.000, 16:31:34, 2022/06/10, -0.562154, 11.794894, -18.096947, -14.874796, P, A, -0.918683, 1.952797, -6.381009, 0.474773, -0.103223
59, 6, MATTY-POTTS, DARYL-MITCHELL, R, 84.107, 4.90, -0.37, -0.20, 0.59, -1.59, 0.86, 0, 0.000, 0.000, 16:32:19, 2022/06/10, -0.626696, 7.520802, -11.117505, -5.837316, P, A, -0.842134, 2.044181, -2.967933, 2.243081, -0.210784
60, 1, JACK-LEACH, TOM-BLUNDELL, R, 52.898, 5.06, -0.30, -0.37, 0.78, 0.32, -2.60, 0, 0.000, 0.000, 16:33:25, 2022/06/10, -0.585410, 12.614645, -18.031542, -0.226524, P, D, -0.683779, 2.142440, 0.108231, -1.820594, 0.018978
60, 2, JACK-LEACH, TOM-BLUNDELL, R, 54.686, 4.34, 0.15, 0.31, 0.81, 2.05, -2.36, 0, 0.000, 0.000, 16:33:47, 2022/06/10, -0.654768, 13.548157, -16.943440, -0.387091, M, A, -0.667915, 2.141778, 1.146203, -1.039531, 0.209650
60, 3, JACK-LEACH, TOM-BLUNDELL, R, 51.662, 6.03, -0.19, -0.29, 0.99, 0.43, -2.91, 0, 0.000, 0.000, 16:34:11, 2022/06/10, -0.642997, 14.521963, -18.080751, -0.955328, P, A, -0.577411, 2.097478, 0.185821, -2.074513, 0.028473
60, 4, JACK-LEACH, TOM-BLUNDELL, R, 55.265, 4.60, -0.21, -0.12, 0.67, 2.18, -1.82, 0, 0.000, 0.000, 16:34:35, 2022/06/10, -0.605021, 10.840622, -15.561550, -1.615697, P, D, -0.642622, 2.091334, 1.460107, -0.012497, 0.241156
60, 5, JACK-LEACH, TOM-BLUNDELL, R, 51.413, 5.92, -0.23, -0.33, 0.83, 1.37, -2.98, 1, 87.000, -31.000, 16:34:57, 2022/06/10, -0.594705, 12.746134, -17.469410, -1.356646, P, A, -0.539344, 2.086637, 0.910571, -1.744569, 0.135650
60, 6, JACK-LEACH, DARYL-MITCHELL, R, 55.566, 6.31, -0.35, -0.17, 0.94, 2.93, -1.23, 0, 0.000, 0.000, 16:35:30, 2022/06/10, -0.656579, 12.633684, -16.645349, -3.084497, P, D, -0.625289, 2.121738, 2.286963, -0.887313, 0.296778
61, 1, MATTY-POTTS, TOM-BLUNDELL, R, 84.064, 5.32, -0.46, -0.32, 0.56, -0.59, -0.30, 0, 0.000, 0.000, 16:36:53, 2022/06/10, -0.581795, 6.957515, -11.114077, -6.490074, P, D, -0.938342, 2.057461, -1.341348, 3.239882, -0.090686
61, 2, MATTY-POTTS, TOM-BLUNDELL, R, 81.105, 7.52, -0.32, 0.17, 1.07, -1.38, 1.28, 0, 0.000, 0.000, 16:37:29, 2022/06/10, -0.711390, 9.949567, -12.774475, -7.881644, P, D, -0.904797, 2.019993, -3.151986, 1.618591, -0.154296
61, 3, MATTY-POTTS, TOM-BLUNDELL, R, 82.013, 5.62, -0.75, -0.72, 0.67, -2.16, 0.64, 4, 76.000, -145.000, 16:38:11, 2022/06/10, -0.615516, 7.841868, -11.524799, -6.166398, P, A, -0.909952, 2.025182, -3.825690, 1.794974, -0.248148
61, 4, MATTY-POTTS, TOM-BLUNDELL, R, 85.652, 4.79, -0.52, -0.39, 0.59, -1.14, 0.90, 3, 111.000, -103.000, 16:39:21, 2022/06/10, -0.663816, 7.548263, -10.678610, -6.069061, P, A, -0.809468, 2.037279, -2.143390, 3.216898, -0.149708
61, 5, MATTY-POTTS, DARYL-MITCHELL, R, 83.976, 5.20, -0.28, -0.15, 0.65, -0.40, -0.62, 0, 0.000, 0.000, 16:40:13, 2022/06/10, -0.662852, 7.959359, -11.103980, -6.144303, P, D, -0.794542, 2.030145, -1.072409, 2.431732, -0.070991
61, 6, MATTY-POTTS, DARYL-MITCHELL, R, 83.646, 10.90, -0.63, -0.33, 1.14, -0.27, -0.48, 4, 26.000, 186.000, 16:40:46, 2022/06/10, -0.496886, 9.052482, -16.529342, -11.835552, P, A, -0.901701, 1.936810, -1.142492, -2.607495, -0.025215
62, 1, JACK-LEACH, TOM-BLUNDELL, R, 52.944, 5.02, 0.03, 0.28, 0.69, 3.57, -1.79, 2, -7.000, 115.000, 16:42:14, 2022/06/10, -0.580601, 11.476528, -16.703781, -1.200447, P, A, -0.604659, 2.113410, 2.192255, -0.210586, 0.386076
62, 2, JACK-LEACH, TOM-BLUNDELL, R, 52.994, 3.40, -0.03, 0.05, 0.50, 2.55, -2.50, 1, 78.000, 45.000, 16:42:49, 2022/06/10, -0.531411, 10.111150, -16.920525, 0.354187, P, A, -0.681888, 2.158945, 1.344895, -0.155115, 0.298071
62, 3, JACK-LEACH, DARYL-MITCHELL, R, 54.189, 3.56, 0.01, 0.04, 0.54, 0.32, -2.88, 0, 0.000, 0.000, 16:43:20, 2022/06/10, -0.560256, 11.259149, -16.168559, -1.259496, P, D, -0.800131, 2.251790, 0.000000, 0.806650, 0.000000
62, 4, JACK-LEACH, DARYL-MITCHELL, R, 53.618, 3.58, -0.20, -0.03, 0.61, 1.64, 0.00, 4, -124.000, -86.000, 16:43:56, 2022/06/10, -0.650000, 11.495555, -16.553807, 0.151109, P, A, -0.657265, 2.104898, 0.877315, -0.089163, 0.186778
62, 5, JACK-LEACH, DARYL-MITCHELL, R, 53.004, 3.79, 0.00, 0.05, 0.44, 0.38, -3.00, 0, 0.000, 0.000, 16:43:46, 2022/06/10, -0.463644, 9.201252, -17.165263, 0.197739, P, D, -0.904751, 2.149747, 0.000000, -0.403334, 0.000000
62, 6, JACK-LEACH, DARYL-MITCHELL, R, 53.202, 5.74, -0.34, -0.33, 0.86, 1.27, -2.11, 0, 0.000, 0.000, 16:44:55, 2022/06/10, -0.613015, 13.095476, -17.688620, -1.467424, P, D, -0.663638, 2.146190, 0.803790, -1.484665, 0.125091
63, 1, STUART-BROAD, TOM-BLUNDELL, R, 81.650, 7.14, -0.08, 0.33, 0.85, -0.62, -0.47, 2, 33.000, 118.000, 16:46:45, 2022/06/10, -0.658199, 8.436166, -12.075020, -8.067786, P, A, -0.858640, 2.040709, -1.770968, 3.705868, -0.093897
63, 2, STUART-BROAD, TOM-BLUNDELL, R, 81.482, 6.67, -0.51, -0.48, 1.07, -0.44, -0.44, 0, 0.000, 0.000, 16:47:25, 2022/06/10, -0.820548, 10.687776, -11.573595, -7.549716, N, N, -0.709843, 2.008820, -0.991087, 3.567289, -0.053790
63, 3, STUART-BROAD, TOM-BLUNDELL, R, 80.939, 6.99, -0.56, -0.40, 0.87, -0.96, 0.60, 0, 0.000, 0.000, 16:48:01, 2022/06/10, -0.655945, 8.696554, -12.377982, -7.409329, N, N, -0.782244, 2.027998, -1.913795, 2.053668, -0.105304
63, 4, STUART-BROAD, TOM-BLUNDELL, R, 81.726, 6.39, -0.45, -0.45, 0.67, -1.50, -0.95, 4, -144.000, -40.000, 16:48:38, 2022/06/10, -0.581785, 7.415935, -11.793915, -6.997336, E, D, -0.814639, 2.022405, -2.904548, 2.608184, -0.173217
63, 5, STUART-BROAD, TOM-BLUNDELL, R, 83.131, 6.93, -0.22, 0.01, 0.83, -1.12, -0.19, 0, 0.000, 0.000, 16:49:21, 2022/06/10, -0.653393, 8.267404, -11.926027, -7.567455, P, D, -0.739648, 2.006985, -2.550429, 2.865499, -0.134533
63, 6, STUART-BROAD, TOM-BLUNDELL, R, 80.515, 7.06, -0.18, 0.14, 1.05, -1.09, -0.22, 1, 34.000, 107.000, 16:49:55, 2022/06/10, -0.767391, 10.206426, -12.030750, -7.740291, P, A, -0.835007, 2.013597, -2.537569, 3.142313, -0.135238
64, 1, JACK-LEACH, TOM-BLUNDELL, R, 51.814, 5.51, -0.32, -0.43, 0.89, 1.13, -3.45, 0, 0.000, 0.000, 16:51:28, 2022/06/10, -0.615686, 13.842940, -18.098179, -0.388816, P, A, -0.698931, 2.123335, 0.644229, -1.726726, 0.109621
64, 2, JACK-LEACH, TOM-BLUNDELL, R, 51.391, 5.72, -0.31, -0.36, 1.07, 0.65, -2.33, 1, -6.000, -102.000, 16:51:13, 2022/06/10, -0.721633, 15.490483, -17.432299, -1.469875, P, A, -0.633472, 2.124400, 0.348079, -0.724593, 0.057151
64, 3, JACK-LEACH, DARYL-MITCHELL, R, 51.133, 4.44, 0.21, 0.37, 0.74, 1.54, -2.20, 0, 0.000, 0.000, 16:51:47, 2022/06/10, -0.592613, 13.542690, -18.265664, 0.476406, M, A, -0.618923, 2.166712, 0.707453, -1.067767, 0.146359
64, 4, JACK-LEACH, DARYL-MITCHELL, R, 50.382, 4.89, -0.33, -0.61, 0.93, 0.68, -5.23, 0, 0.000, 0.000, 16:52:05, 2022/06/10, -0.641775, 15.640738, -18.922611, 0.698555, M, D, -0.705562, 2.165861, 0.308727, -1.726950, 0.061272
64, 5, JACK-LEACH, DARYL-MITCHELL, R, 57.288, 3.85, -0.18, 0.01, 0.40, 2.87, -0.83, 0, 0.000, 0.000, 16:52:29, 2022/06/10, -0.446215, 7.912082, -14.985765, -1.567525, P, A, -0.717725, 2.118314, 1.906416, 0.528988, 0.336304
64, 6, JACK-LEACH, DARYL-MITCHELL, R, 50.691, 5.30, -0.37, -0.55, 0.92, 0.06, -3.14, 0, 0.000, 0.000, 16:52:54, 2022/06/10, -0.632920, 14.984498, -18.554989, 0.101707, P, A, -0.645377, 2.136140, -0.030619, -1.648577, -0.005633
65, 1, STUART-BROAD, TOM-BLUNDELL, R, 82.340, 7.19, -0.52, -0.46, 0.99, -0.38, -0.59, 4, -92.000, -109.000, 16:54:03, 2022/06/10, -0.709437, 9.470579, -11.925263, -8.059180, P, A, -0.780103, 2.017263, -0.995124, 3.383102, -0.047801
65, 2, STUART-BROAD, TOM-BLUNDELL, R, 82.626, 6.52, -0.25, -0.07, 0.74, -1.04, -0.26, 0, 0.000, 0.000, 16:54:52, 2022/06/10, -0.618740, 7.991542, -11.583274, -7.893286, P, D, -0.727209, 2.073080, -2.364608, 4.232012, -0.129405
65, 3, STUART-BROAD, TOM-BLUNDELL, R, 79.364, 8.06, -0.37, -0.08, 1.17, -0.85, 0.39, 1, 19.000, 45.000, 16:55:29, 2022/06/10, -0.712193, 10.499848, -12.989483, -8.598180, P, A, -0.753639, 2.013032, -2.061885, 2.216094, -0.091132
65, 4, STUART-BROAD, DARYL-MITCHELL, R, 81.915, 7.99, -0.62, -0.36, 0.88, -0.18, 0.03, 0, 0.000, 0.000, 16:56:19, 2022/06/10, -0.592824, 8.257289, -12.808255, -8.481278, P, D, -0.959487, 2.003786, -0.670182, 2.309907, -0.029683
65, 5, STUART-BROAD, DARYL-MITCHELL, R, 82.483, 7.84, -0.77, -0.75, 0.70, -1.93, 0.61, 0, 0.000, 0.000, 16:56:53, 2022/06/10, -0.498765, 7.087797, -12.780197, -8.278307, N, N, -0.867503, 2.009047, -4.126817, 1.767481, -0.181190
65, 6, STUART-BROAD, DARYL-MITCHELL, R, 83.547, 6.27, -0.64, -0.50, 0.79, -2.20, 0.80, 0, 0.000, 0.000, 16:57:34, 2022/06/10, -0.657678, 8.510405, -11.847620, -6.862013, P, A, -0.967925, 2.036331, -4.300244, 1.916238, -0.247187
66, 1, JACK-LEACH, TOM-BLUNDELL, R, 51.667, 4.30, -0.01, 0.13, 0.68, 1.82, -1.66, 0, 0.000, 0.000, 16:58:51, 2022/06/10, -0.550809, 12.043248, -18.509186, 1.318212, M, D, -0.636492, 2.121664, 0.944502, -2.052743, 0.192048
66, 2, JACK-LEACH, TOM-BLUNDELL, R, 52.475, 5.11, -0.24, -0.31, 0.88, 0.96, -3.03, 1, 30.000, -75.000, 17:00:34, 2022/06/10, -0.619936, 14.058269, -17.998385, -0.220976, P, A, -0.647072, 2.147813, 0.520638, -1.704233, 0.091762
66, 3, JACK-LEACH, DARYL-MITCHELL, R, 51.930, 4.26, -0.18, -0.23, 0.80, 0.78, -3.07, 0, 0.000, 0.000, 17:01:11, 2022/06/10, -0.607761, 13.971864, -18.480231, 1.057303, P, D, -0.686120, 2.165148, 0.343753, -1.946110, 0.069644
66, 4, JACK-LEACH, DARYL-MITCHELL, R, 52.478, 5.59, -0.31, -0.41, 0.81, 0.46, -2.88, 0, 0.000, 0.000, 17:01:25, 2022/06/10, -0.585999, 12.973605, -17.730536, -0.889168, P, A, -0.668983, 2.119119, 0.213986, -1.611367, 0.034659
66, 5, JACK-LEACH, DARYL-MITCHELL, R, 55.287, 4.68, -0.31, -0.36, 0.77, 1.76, -3.17, 2, -116.000, -18.000, 17:01:45, 2022/06/10, -0.671785, 12.295155, -15.574005, -1.742715, P, A, -0.686577, 2.098032, 1.122673, 0.429752, 0.191416
66, 6, JACK-LEACH, DARYL-MITCHELL, R, 52.395, 3.43, -0.02, -0.06, 0.72, 0.53, -3.56, 1, 112.000, 44.000, 17:02:17, 2022/06/10, -0.621281, 14.474611, -18.543896, 1.770169, P, A, -0.684856, 2.179049, 0.147286, -1.926277, 0.032905
67, 1, STUART-BROAD, DARYL-MITCHELL, R, 72.808, 13.03, -0.47, -0.21, 1.49, 3.05, -1.66, 0, 0.000, 0.000, 17:04:36, 2022/06/10, -0.356844, 9.641847, -29.149324, -15.191908, P, A, -0.576324, 2.186070, 9.229046, -37.702062, 0.140619
67, 2, STUART-BROAD, DARYL-MITCHELL, R, 81.600, 11.62, -0.55, -0.33, 1.59, -0.54, 0.27, 1, 16.000, 168.000, 17:05:27, 2022/06/10, -0.562712, 10.997228, -16.599637, -14.384376, P, A, -0.678228, 1.921777, -2.101432, 4.224286, -0.035151
67, 3, STUART-BROAD, TOM-BLUNDELL, R, 85.609, 10.21, -0.36, 0.02, 1.33, 0.32, -0.65, 1, -25.000, 145.000, 17:06:07, 2022/06/10, -0.580610, 9.758971, -15.144368, -11.645083, P, A, -0.725631, 2.004208, 0.466548, 1.382428, 0.011344
67, 4, STUART-BROAD, DARYL-MITCHELL, R, 82.100, 12.80, -0.51, -0.25, 2.01, 0.57, -1.26, 0, 0.000, 0.000, 17:06:52, 2022/06/10, -0.534514, 12.137974, -19.777355, -17.059251, N, N, -0.718284, 1.923906, 2.031127, 0.543162, 0.023750
67, 5, STUART-BROAD, DARYL-MITCHELL, R, 85.278, 11.80, -0.39, 0.07, 1.35, -0.44, -0.11, 1, -70.000, 119.000, 17:07:31, 2022/06/10, -0.496835, 10.158740, -18.101929, -14.737042, P, A, -0.680915, 1.976059, -2.046177, -0.405533, -0.032579
67, 6, STUART-BROAD, TOM-BLUNDELL, R, 84.065, 11.02, 0.67, 0.10, 1.58, 0.07, -0.56, 1, -60.000, 118.000, 17:08:10, 2022/06/10, -0.610405, 10.957841, -15.918273, -13.173074, P, A, 0.972692, 1.956784, 0.622379, 3.125591, 0.012657
68, 1, JACK-LEACH, TOM-BLUNDELL, R, 53.904, 6.21, -0.35, -0.35, 0.91, 1.75, -2.57, 3, -96.000, -107.000, 17:09:30, 2022/06/10, -0.661143, 12.756802, -16.511765, -2.775104, P, A, -0.709054, 2.094597, 1.211915, -0.304956, 0.169996
68, 2, JACK-LEACH, DARYL-MITCHELL, R, 54.773, 4.45, -0.20, -0.18, 0.79, 1.87, -2.58, 0, 0.000, 0.000, 17:10:18, 2022/06/10, -0.648646, 13.001218, -16.735222, -0.772410, P, D, -0.630312, 2.147049, 1.145847, -0.733204, 0.205823
68, 3, JACK-LEACH, DARYL-MITCHELL, R, 54.246, 6.44, -0.33, -0.23, 0.72, 1.66, -1.78, 0, 0.000, 0.000, 17:10:33, 2022/06/10, -0.557362, 10.941962, -16.867175, -3.003796, P, A, -0.720269, 2.122274, 1.176109, -0.761295, 0.156520
68, 4, JACK-LEACH, DARYL-MITCHELL, R, 54.834, 4.15, -0.07, 0.09, 0.83, 2.37, -2.46, 1, 60.000, 67.000, 17:10:52, 2022/06/10, -0.661943, 14.027429, -17.508182, 0.791340, P, A, -0.901649, 2.087784, 1.342281, -2.106915, 0.252045
68, 5, JACK-LEACH, TOM-BLUNDELL, R, 54.786, 4.08, -0.14, -0.03, 0.70, 2.41, -2.00, 0, 0.000, 0.000, 17:11:32, 2022/06/10, -0.642260, 12.031029, -16.360103, -0.829056, P, D, -0.713150, 2.164884, 1.426799, -0.123752, 0.270924
68, 6, JACK-LEACH, TOM-BLUNDELL, R, 54.434, 4.24, -0.14, -0.04, 0.66, 1.56, -1.66, 0, 0.000, 0.000, 17:11:48, 2022/06/10, -0.560708, 11.583393, -17.498365, 0.178999, P, D, -0.690846, 2.149978, 0.875128, -1.600287, 0.164378
